2025-10-07 11:23:28,083 - INFO - \U0001f30c Simple Consciousness Server initialized
2025-10-07 11:23:28,084 - INFO - \U0001f680 Starting Simple Consciousness WebSocket Server
2025-10-07 11:23:28,085 - INFO - \U0001f310 Host: localhost, Port: 8701
2025-10-07 11:23:28,139 - INFO - server listening on [::1]:8701
2025-10-07 11:23:28,140 - INFO - server listening on 127.0.0.1:8701
2025-10-07 11:23:28,140 - INFO - \u2705 WebSocket server started successfully
2025-10-07 11:23:28,140 - INFO - \U0001f517 Connect React client to: ws://localhost:8701
2025-10-07 11:23:28,141 - INFO - \U0001f31f Simulating consciousness evolution...
2025-10-07 11:23:28,141 - INFO - \U0001f504 Starting consciousness broadcast loop
2025-10-07 11:23:28,142 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:36,045 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:36,558 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:37,061 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:37,575 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:38,078 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:38,594 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:39,109 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:39,612 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:40,127 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:40,641 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:41,145 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:41,655 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:42,167 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:42,673 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:43,176 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:43,691 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:44,201 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:44,719 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:45,223 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:45,729 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:46,240 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:46,757 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:47,266 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:47,773 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:48,297 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:48,813 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:49,321 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:49,826 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:50,339 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:50,857 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:51,374 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:51,891 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:52,406 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:52,922 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:53,442 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:53,954 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:54,473 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:54,983 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:55,486 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:55,989 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:56,509 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:57,025 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:57,539 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:58,047 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:58,563 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:59,069 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:24:59,585 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:00,094 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:00,610 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:01,125 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:01,640 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:02,159 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:02,673 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:03,221 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:03,741 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:04,251 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:04,754 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:05,266 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:05,781 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:06,297 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:06,812 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:07,319 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:07,836 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:08,352 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:08,865 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:09,369 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:09,885 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:10,402 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:10,946 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:11,454 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:11,969 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:12,486 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:12,990 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:13,502 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:14,018 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:14,535 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:15,052 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:15,569 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:16,080 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:16,583 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:17,099 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:17,609 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:18,117 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:18,641 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:19,157 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:19,672 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:20,187 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:20,704 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:21,213 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:21,728 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:22,234 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:22,766 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:23,267 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:23,779 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:24,282 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:24,799 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:25,313 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:25,817 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:26,329 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:26,851 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:27,360 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:27,875 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:28,386 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:28,901 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
2025-10-07 11:25:29,415 - INFO - \U0001f9e0 Consciousness: 0.500, Transcendent: False, Clients: 0
